film_title,imdb_id,url,imdbRating,budget,release_day,release_month,release_year,duration_minutes,main_spoken_language,total_number_of_spoken_languages,total_number_of_genres,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor1_known_for,main_actor1_star_meter,main_actor2_name,main_actor2_is_female,main_actor2_known_for,main_actor2_star_meter,main_actor3_name,main_actor3_is_female,main_actor3_known_for,main_actor3_star_meter,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
The Interpreter,tt0373926,http://www.imdb.com/title/tt0373926/,6.4,80000000,8,4,2005,128,English,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Nicole Kidman,1,Moulin Rouge! (2001),386,Sean Penn,0,Mystic River (2003),828,Catherine Keener,1,Capote (2005),623,21,Sydney Pollack,0,1,Tim Bevan,3,William Steinkamp,Universal Pictures,6,France,4
The Invasion,tt0427392,http://www.imdb.com/title/tt0427392/,5.9,80000000,17,8,2007,99,Pусский,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Nicole Kidman,1,Moulin Rouge! (2001),386,Daniel Craig,0,Casino Royale (2006),408,Jeremy Northam,0,Gosford Park (2001),4703,17,Oliver Hirschbiegel,0,2,Joel Silver,3,Hans Funck,Village Roadshow Pictures,4,United States of America,2
The Invention of Lying,tt1058017,http://www.imdb.com/title/tt1058017/,6.4,18500000,13,9,2009,100,English,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ricky Gervais,0,The Office (2001),2871,Jennifer Garner,1,Alias (2001),440,Jonah Hill,0,21 Jump Street (2012),35,22,Ricky Gervais,0,2,Lynda Obst,4,Chris Gill,Media Rights Capital,7,United States of America,1
The Invincible Iron Man,tt0903135,http://www.imdb.com/title/tt0903135/,6,,23,1,2007,83,Dansk,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marc Worden,0,Stargate SG-1 (1997),27128,Gwendoline Yeo,1,An American Girl Story: Ivy & Julie 1976 - A Happy Balance (2017),13091,John McCook,0,The Bold and the Beautiful (1987),13408,3,Jay Oliva,0,2,none,0,none,Marvel Studios,1,United States of America,1
The Invisible Mans Revenge,tt0036959,http://www.imdb.com/title/tt0036959/,5.6,,9,6,1944,78,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Jon Hall,0,Invisible Agent (1942),15357,John Carradine,0,The Grapes of Wrath (1940),5590,Evelyn Ankers,1,The Wolf Man (1941),19590,20,Ford Beebe,0,1,Ford Beebe,1,Saul A. Goodkind,Universal Pictures,1,United States of America,1
The Iron Giant,tt0129167,http://www.imdb.com/title/tt0129167/,7.9,70000000,6,8,1999,86,English,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eli Marienthal,0,The Iron Giant (1999),9984,Jennifer Aniston,1,Friends (1994),164,Vin Diesel,0,Guardians of the Galaxy (2014),577,29,Brad Bird,0,1,Pete Townshend,3,Darren T. Holmes,Warner Bros. Animation,1,United States of America,1
The Island,tt0399201,http://www.imdb.com/title/tt0399201/,6.9,126000000,20,7,2005,136,English,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ewan McGregor,0,Moulin Rouge! (2001),739,Scarlett Johansson,1,Her (2013),114,Djimon Hounsou,0,Blood Diamond (2006),1863,41,Michael Bay,0,1,Michael Bay,3,Paul Rubell,DreamWorks SKG,3,United States of America,1
The Island of Dr. Moreau,tt0116654,http://www.imdb.com/title/tt0116654/,4.4,40000000,23,8,1996,96,English,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Marlon Brando,0,Apocalypse Now (1979),785,Val Kilmer,0,Kiss Kiss Bang Bang (2005),627,David Thewlis,0,Naked (1993),805,17,John Frankenheimer,0,2,Edward R. Pressman,1,Paul Rubell,New Line Cinema,1,United States of America,1
The Island of Dr. Moreau,tt0076210,http://www.imdb.com/title/tt0076210/,5.8,,13,7,1977,99,English,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Burt Lancaster,0,From Here to Eternity (1953),3219,Michael York,0,"b""Logans Run (1976)""",6126,Nigel Davenport,0,A Man for All Seasons (1966),14835,6,Don Taylor,0,1,none,0,none,none,0,United States of America,1
The Italian Job,tt0317740,http://www.imdb.com/title/tt0317740/,7,60000000,30,5,2003,110,Український,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Mark Wahlberg,0,The Departed (2006),263,Charlize Theron,1,Monster (2003),233,Edward Norton,0,American History X (1998),818,22,F. Gary Gray,0,1,Donald De Line,1,Richard Francis-Bruce,De Line Pictures,2,United Kingdom,2
The Jackal,tt0119395,http://www.imdb.com/title/tt0119395/,6.3,60000000,14,11,1997,124,English,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruce Willis,0,Die Hard (1988),254,Richard Gere,0,Chicago (2002),1466,Sidney Poitier,0,"b""Guess Whos Coming to Dinner (1967)""",3792,50,Michael Caton-Jones,0,1,Michael Caton-Jones,4,Jim Clark,Universal Pictures,9,United States of America,1
The Jacket,tt0366627,http://www.imdb.com/title/tt0366627/,7.1,29000000,4,3,2005,103,English,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Adrien Brody,0,The Grand Budapest Hotel (2014),871,Keira Knightley,1,Pirates of the Caribbean: The Curse of the Black Pearl (2003),191,Kris Kristofferson,0,Blade (1998),643,22,John Maybury,0,1,George Clooney,3,Emma E. Hickox,Section Eight,7,Germany,2
The Jackpot,tt0042610,http://www.imdb.com/title/tt0042610/,6.7,,1,11,1950,85,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Stewart,0,Vertigo (1958),2837,Barbara Hale,1,Perry Mason (1957),7498,Natalie Wood,1,Rebel Without a Cause (1955),1219,5,Walter Lang,0,1,none,0,none,Twentieth Century Fox Film Corporation,1,United States of America,1
The Jane Austen Book Club,tt0866437,http://www.imdb.com/title/tt0866437/,6.9,,9,9,2007,106,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kathy Baker,1,Picket Fences (1992),4303,Maria Bello,1,A History of Violence (2005),672,Emily Blunt,1,Edge of Tomorrow (2014),153,13,Robin Swicord,1,1,John Calley,4,Maryann Brandon,Mockingbird Pictures,2,United States of America,1
The January Man,tt0097613,http://www.imdb.com/title/tt0097613/,5.5,,13,1,1989,97,English,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Kevin Kline,0,Wild Wild West (1999),2432,Susan Sarandon,1,Thelma & Louise (1991),387,Mary Elizabeth Mastrantonio,1,The Abyss (1989),1019,15,Pat OConnor,0,1,none,0,none,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
The Jewel of the Nile,tt0089370,http://www.imdb.com/title/tt0089370/,6,25000000,4,12,1985,106,العربية,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Douglas,0,Wonder Boys (2000),969,Kathleen Turner,1,Romancing the Stone (1984),1435,Danny DeVito,0,Matilda (1996),1457,15,Lewis Teague,0,1,Michael Douglas,1,Peter Boita,Twentieth Century Fox Film Corporation,3,United States of America,1
The Jolson Story,tt0038661,http://www.imdb.com/title/tt0038661/,7.6,,10,10,1946,128,English,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Larry Parks,0,The Jolson Story (1946),33950,Evelyn Keyes,1,The Seven Year Itch (1955),14500,William Demarest,0,"b""Its a Mad Mad Mad Mad World (1963)""",11278,8,Alfred E. Green,0,1,none,0,none,Columbia Pictures,1,United States of America,1
The Joneses,tt1285309,http://www.imdb.com/title/tt1285309/,6.5,10000000,13,9,2009,96,Český,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Duchovny,0,The X-Files (1993),3251,Demi Moore,1,G.I. Jane (1997),980,Amber Heard,1,The Rum Diary (2011),150,12,Derrick Borte,0,1,none,0,none,Echo Lake Productions,2,United States of America,1
The Joy Luck Club,tt0107282,http://www.imdb.com/title/tt0107282/,7.6,11000000,8,9,1993,139,广州话 / 廣州話,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ming-Na Wen,1,Mulan (1998),1926,Lauren Tom,1,Futurama (1999),4565,Tamlyn Tomita,1,The Eye (2008),2062,14,Wayne Wang,0,1,Ronald Bass,4,Maysie Hoy,Hollywood Pictures,1,United States of America,2
The Jungle Book 2,tt0283426,http://www.imdb.com/title/tt0283426/,5.3,20000000,7,2,2003,72,English,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Goodman,0,10 Cloverfield Lane (2016),1047,Haley Joel Osment,0,The Sixth Sense (1999),463,Mae Whitman,1,The Perks of Being a Wallflower (2012),398,9,Steve Trenbirth,0,1,Christopher Chase,2,Peter Lonsdale,Walt Disney Pictures,4,Australia,2
The Juror,tt0116731,http://www.imdb.com/title/tt0116731/,5.5,44000000,2,2,1996,118,English,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Demi Moore,1,G.I. Jane (1997),980,Alec Baldwin,0,The Departed (2006),1430,Joseph Gordon-Levitt,0,Inception (2010),674,15,Brian Gibson,0,1,Rob Cowan,2,Robert M. Reitano,Columbia Pictures Corporation,1,United States of America,1
The Karate Dog,tt0270882,http://www.imdb.com/title/tt0270882/,2.7,,5,5,2004,84,English,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chevy Chase,0,"b""National Lampoons Vacation (1983)""",1910,Jon Voight,0,Anaconda (1997),1868,Simon Rex,0,Scary Movie 3 (2003),7378,9,Bob Clark,0,1,none,0,none,none,0,Germany,2
The Karate Kid,tt0087538,http://www.imdb.com/title/tt0087538/,7.2,8000000,22,6,1984,126,English,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ralph Macchio,0,The Karate Kid (1984),1890,Pat Morita,0,The Karate Kid (1984),5779,William Zabka,0,The Karate Kid (1984),2879,10,John G. Avildsen,0,1,Jerry Weintraub,1,John G. Avildsen,Columbia Pictures Corporation,3,United States of America,1
The Karate Kid,tt1155076,http://www.imdb.com/title/tt1155076/,6.2,40000000,10,6,2010,140,普通话,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaden Smith,0,The Karate Kid (2010),2500,Jackie Chan,0,"b""Jackie Chans Who Am I? (1998)""",789,Taraji P. Henson,1,The Curious Case of Benjamin Button (2008),1881,18,Harald Zwart,0,1,Jada Pinkett Smith,5,Joel Negron,Columbia Pictures,4,China,2
"The Karate Kid, Part II",tt0091326,http://www.imdb.com/title/tt0091326/,5.8,,18,6,1986,113,English,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ralph Macchio,0,The Karate Kid (1984),1890,Pat Morita,0,The Karate Kid (1984),5779,Martin Kove,0,The Karate Kid (1984),3925,11,John G. Avildsen,0,1,Jerry Weintraub,1,Jane Kurson,Columbia Pictures Corporation,2,United States of America,1
"The Karate Kid, Part III",tt0097647,http://www.imdb.com/title/tt0097647/,4.8,,29,6,1989,112,English,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ralph Macchio,0,The Karate Kid (1984),1890,Pat Morita,0,The Karate Kid (1984),5779,Martin Kove,0,The Karate Kid (1984),3925,15,John G. Avildsen,0,1,Jerry Weintraub,1,John G. Avildsen,Columbia Pictures Corporation,2,United States of America,1
The Key,tt0051816,http://www.imdb.com/title/tt0051816/,6.7,,28,5,1958,134,English,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,William Holden,0,The Way (I) (2010),361520,Sophia Loren,1,Two Women (1960),1470,Trevor Howard,0,The Third Man (1949),5749,9,Carol Reed,0,1,Carl Foreman,1,Bert Bates,High Road,1,United Kingdom,1
The Kid,tt0219854,http://www.imdb.com/title/tt0219854/,6,65000000,7,7,2000,104,English,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruce Willis,0,Die Hard (1988),254,Spencer Breslin,0,The Cat in the Hat (2003),6428,Emily Mortimer,1,Lars and the Real Girl (2007),1182,57,Jon Turteltaub,0,1,Jon Turteltaub,6,none,Walt Disney Pictures,1,United States of America,1
The Kids Are All Right,tt0842926,http://www.imdb.com/title/tt0842926/,7.1,3500000,9,7,2010,106,English,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Julianne Moore,1,The Hours (2002),787,Annette Bening,1,American Beauty (1999),1604,Mark Ruffalo,0,The Avengers (2012),1216,16,Lisa Cholodenko,1,1,Gary Gilbert,6,Jeffrey M. Werner,Mandalay Vision,8,United States of America,1
The Killers,tt0038669,http://www.imdb.com/title/tt0038669/,7.9,,28,8,1946,103,English,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Burt Lancaster,0,From Here to Eternity (1953),3219,Ava Gardner,1,The Night of the Iguana (1964),3031,Edmond OBrien,0,Seven Days in May (1964),10432,64,Robert Siodmak,0,1,Mark Hellinger,1,Arthur Hilton,Universal Pictures,1,United States of America,1
The Killing Kind,tt0070270,http://www.imdb.com/title/tt0070270/,6.2,,1,1,1973,88,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ann Sothern,1,The Whales of August (1987),10802,John Savage,0,Hair (1979),5940,Luana Anders,1,Easy Rider (1969),16908,9,Curtis Harrington,0,1,none,0,none,none,0,United States of America,1
The Killing of a Chinese Bookie,tt0074749,http://www.imdb.com/title/tt0074749/,7.5,,15,2,1976,135,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Gazzara,0,Road House (1989),9623,Timothy Carey,0,The Killing (1956),14054,Seymour Cassel,0,Rushmore (1998),13992,14,John Cassavetes,0,1,Phil Burton,2,Tom Cornwell,Faces Distribution,2,United States of America,1
The King and I,tt0049408,http://www.imdb.com/title/tt0049408/,7.5,4550000,29,6,1956,133,Italiano,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Deborah Kerr,1,The King and I (1956),1549,Yul Brynner,0,The Magnificent Seven (1960),2845,Rita Moreno,1,West Side Story (1961),2732,11,Walter Lang,0,1,Charles Brackett,1,Robert L. Simpson,Twentieth Century Fox Film Corporation,1,United States of America,1
The King of Comedy,tt0085794,http://www.imdb.com/title/tt0085794/,7.8,20000000,18,2,1983,109,English,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert De Niro,0,Raging Bull (1980),379,Jerry Lewis,0,The Nutty Professor (1963),5324,Diahnne Abbott,1,Taxi Driver (1976),9692,26,Martin Scorsese,0,1,Arnon Milchan,3,Thelma Schoonmaker,Twentieth Century Fox Film Corporation,2,United States of America,1
The Kingdom,tt0431197,http://www.imdb.com/title/tt0431197/,7.1,70000000,22,8,2007,110,العربية,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jamie Foxx,0,Django Unchained (2012),1731,Jennifer Garner,1,Alias (2001),440,Chris Cooper,0,Adaptation. (2002),4208,19,Peter Berg,0,1,Michael Mann,5,Kevin Stitt,Universal Pictures,5,Germany,2
The Kiss of the Vampire,tt0057226,http://www.imdb.com/title/tt0057226/,6.5,,11,9,1963,88,English,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Clifford Evans,0,Mutiny on the Elsinore (1937),35407,Noel Willman,0,The Man Who Knew Too Much (1956),72748,Edward de Souza,0,The Spy Who Loved Me (1977),34949,12,Don Sharp,0,1,Anthony Hinds,1,none,Hammer Film Productions,2,United Kingdom,1
The Kite Runner,tt0419887,http://www.imdb.com/title/tt0419887/,7.6,20000000,14,10,2007,128,English,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Khalid Abdalla,0,Green Zone (2010),32061,Atossa Leoni,1,Eyes (2005),51028,Shaun Toub,0,Iron Man (2008),13042,16,Marc Forster,0,1,William Horberg,3,Matt Chesse,DreamWorks SKG,10,China,2
The Lady Eve,tt0033804,http://www.imdb.com/title/tt0033804/,8,,25,2,1941,97,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Barbara Stanwyck,1,Double Indemnity (1944),3650,Henry Fonda,0,12 Angry Men (1957),2538,Charles Coburn,0,The More the Merrier (1943),15720,76,Preston Sturges,0,1,Paul Jones,3,Stuart Gilmore,Paramount Pictures,1,United States of America,1
The Lady in Red,tt0079429,http://www.imdb.com/title/tt0079429/,6.1,,1,7,1979,93,English,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Pamela Sue Martin,1,Dynasty (1981),6316,Robert Conrad,0,Black Sheep Squadron (1976),6011,Louise Fletcher,1,"b""One Flew Over the Cuckoos Nest (1975)""",4225,16,Lewis Teague,0,1,none,0,none,New World Pictures,1,United States of America,1
The Lady Is Willing,tt0034961,http://www.imdb.com/title/tt0034961/,6.3,,17,2,1942,92,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Marlene Dietrich,1,Witness for the Prosecution (1957),5240,Fred MacMurray,0,Double Indemnity (1944),9137,Aline MacMahon,1,none,8645225,7,Mitchell Leisen,0,1,none,0,none,Columbia Pictures Corporation,1,United States of America,1
The Lady Vanishes,tt0030341,http://www.imdb.com/title/tt0030341/,8,,26,7,1938,96,Italiano,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Margaret Lockwood,1,The Lady Vanishes (1938),2595,Michael Redgrave,0,The Lady Vanishes (1938),15041,Dame May Whitty,1,none,8990056,18,Alfred Hitchcock,0,1,Edward Black,1,R.E. Dearing,Gainsborough Pictures,1,United Kingdom,1
The Ladykillers,tt0335245,http://www.imdb.com/title/tt0335245/,6.2,,25,3,2004,104,English,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Tom Hanks,0,Cast Away (2000),86,Irma P. Hall,1,The Ladykillers (2004),21205,Marlon Wayans,0,White Chicks (2004),3019,17,Joel Coen,0,2,Joel Coen,5,Joel Coen,Mike Zoss Productions,3,United States of America,1
The Ladykillers,tt0048281,http://www.imdb.com/title/tt0048281/,7.9,,8,12,1955,91,English,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alec Guinness,0,Star Wars: Episode IV - A New Hope (1977),3776,Cecil Parker,0,The Lady Vanishes (1938),19968,Herbert Lom,0,The Dead Zone (1983),11200,30,Alexander Mackendrick,0,1,Michael Balcon,1,Jack Harris,The Rank Organisation,2,United Kingdom,1
The Lake House,tt0410297,http://www.imdb.com/title/tt0410297/,6.8,40000000,16,6,2006,99,English,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Keanu Reeves,0,The Matrix (1999),181,Sandra Bullock,1,Miss Congeniality (2000),214,Shohreh Aghdashloo,1,House of Sand and Fog (2003),2273,20,Alejandro Agresti,0,1,Doug Davison,2,Alejandro Brodersohn,Village Roadshow Pictures,4,United States of America,1
The Land That Time Forgot,tt0073260,http://www.imdb.com/title/tt0073260/,5.7,1500000,13,8,1975,90,English,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doug McClure,0,Maverick (1994),7669,John McEnery,0,Romeo and Juliet (1968),25807,Susan Penhaligon,1,A Fine Romance (1981),14056,19,Kevin Connor,0,1,Max Rosenberg,3,John Ireland,British Lion Film Corporation,4,United Kingdom,2
The Last Airbender,tt0938283,http://www.imdb.com/title/tt0938283/,4.4,150000000,30,6,2010,103,English,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Noah Ringer,0,The Last Airbender (2010),6654,Nicola Peltz,1,Transformers: Age of Extinction (2014),1996,Jackson Rathbone,0,The Twilight Saga: Eclipse (2010),2023,21,M. Night Shyamalan,0,1,none,0,none,Paramount Pictures,5,United States of America,1
The Last Boy Scout,tt0102266,http://www.imdb.com/title/tt0102266/,6.9,29000000,11,12,1991,105,English,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruce Willis,0,Die Hard (1988),254,Damon Wayans,0,My Wife and Kids (2001),638,Chelsea Field,1,Masters of the Universe (1987),1639,29,Tony Scott,0,1,Michael Levy,4,Stuart Baird,Geffen Pictures,3,United States of America,1
The Last Castle,tt0272020,http://www.imdb.com/title/tt0272020/,6.9,72000000,19,10,2001,131,English,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Robert Redford,0,The Natural (1984),192,James Gandolfini,0,The Sopranos (1999),2624,Mark Ruffalo,0,The Avengers (2012),1216,11,Rod Lurie,0,1,Robert Lawrence,1,Kevin Stitt,DreamWorks SKG,1,United States of America,1
The Last Dinosaur,tt0076294,http://www.imdb.com/title/tt0076294/,5.8,,7,7,1977,106,English,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Richard Boone,0,The Richard Boone Show (1963),9925,Joan Van Ark,1,Knots Landing (1979),9565,Steven Keats,0,Death Wish (1974),22021,12,Alexander Grasshoff,0,2,Jules Bass,3,Tatsuji Nakashizu,Rankin/Bass Productions,2,Japan,2
The Last Emperor,tt0093389,http://www.imdb.com/title/tt0093389/,7.8,23000000,21,10,1987,163,Český,5,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,John Lone,0,Year of the Dragon (1985),8740,Peter OToole,0,Lawrence of Arabia (1962),2778,Joan Chen,1,"Lust, Caution (2007)",5159,28,Bernardo Bertolucci,0,1,John Daly,4,Gabriella Cristiani,Columbia Pictures,6,France,4
The Last Exorcism,tt1320244,http://www.imdb.com/title/tt1320244/,5.6,1800000,27,8,2010,87,English,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Ashley Bell,1,The Last Exorcism (2010),10428,Patrick Fabian,0,The Last Exorcism (2010),3236,Iris Bahr,1,Svetlana (2010),13031,8,Daniel Stamm,0,1,Marc Abraham,3,none,Strike Entertainment,3,United States of America,2
The Last Flight,tt0022054,http://www.imdb.com/title/tt0022054/,7.9,,29,8,1931,76,Français,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard Barthelmess,0,Only Angels Have Wings (1939),25890,David Manners,0,The Black Cat (1934),21187,Johnny Mack Brown,0,none,8593729,12,William Dieterle,0,1,none,0,Alexander Hall,First National Pictures,1,United States of America,1
The Last House on the Left,tt0844708,http://www.imdb.com/title/tt0844708/,6.6,15000000,13,3,2009,110,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Garret Dillahunt,0,12 Years a Slave (2013),1572,Michael Bowen,0,Kill Bill: Vol. 1 (2003),6583,Joshua Cox,0,Proximity (2014),621080,11,Dennis Iliadis,0,1,Wes Craven,3,Peter McNulty,Rogue Pictures,3,United States of America,1
The Last Hurrah,tt0051845,http://www.imdb.com/title/tt0051845/,7.5,,24,10,1958,121,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spencer Tracy,0,"b""Guess Whos Coming to Dinner (1967)""",5607,Jeffrey Hunter,0,The Searchers (1956),6757,Dianne Foster,1,Night Passage (1957),12961,24,John Ford,0,1,John Ford,1,Jack Murray,Columbia Pictures,1,United States of America,1
The Last Kiss,tt0434139,http://www.imdb.com/title/tt0434139/,6.5,20000000,10,9,2006,115,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Zach Braff,0,Garden State (2004),2901,Jacinda Barrett,1,Ladder 49 (2004),1893,Casey Affleck,0,Gone Baby Gone (2007),1432,15,Tony Goldwyn,0,1,Tom Rosenberg,5,Lisa Zeno Churgin,Lakeshore Entertainment,2,United States of America,1
The Last Legion,tt0462396,http://www.imdb.com/title/tt0462396/,5.4,67000000,19,4,2007,102,English,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colin Firth,0,A Single Man (2009),987,Ben Kingsley,0,Gandhi (1982),1998,Aishwarya Rai Bachchan,1,Jodhaa Akbar (2008),2718,16,Doug Lefler,0,1,Tarak Ben Ammar,4,Simon Cozens,Ingenious Film Partners,4,United Kingdom,4
The Last Mimzy,tt0768212,http://www.imdb.com/title/tt0768212/,6.3,,9,2,2007,94,English,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Chris ONeil,0,The Dark Ages (2008),78278,Rhiannon Leigh Wryn,1,Hulk (2003),19271,Joely Richardson,1,Nip/Tuck (2003),1749,16,Robert Shaye,0,1,Michael Phillips,1,Alan Heim,New Line Cinema,2,United States of America,1
The Last of the Mohicans,tt0104691,http://www.imdb.com/title/tt0104691/,7.8,40000000,25,9,1992,112,English,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Day-Lewis,0,There Will Be Blood (2007),450,Madeleine Stowe,1,Short Cuts (1993),1987,Russell Means,0,The Last of the Mohicans (1992),10950,15,Michael Mann,0,1,Hunt Lowry,2,Dov Hoenig,Morgan Creek Productions,1,United States of America,1
The Last Picture Show,tt0067328,http://www.imdb.com/title/tt0067328/,8.1,1300000,3,10,1971,118,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Timothy Bottoms,0,Johnny Got His Gun (1971),8021,Jeff Bridges,0,The Big Lebowski (1998),411,Cybill Shepherd,1,Cybill (1995),2344,22,Peter Bogdanovich,0,1,none,0,Peter Bogdanovich,Columbia Pictures Corporation,2,United States of America,1
